9379	-2332.4	0	0
9378	-1154.52	0	0
9377	-768.217	0	0
9376	-576.588	0	0
9375	-462.101	0	0
9374	-385.951	0	0
9373	-331.614	0	0
9372	-290.873	0	0
9371	-259.176	0	0
9370	-233.802	0	0
9369	-213.022	0	0
9368	-195.687	0	0
9367	-181	0	0
9366	-168.395	0	0
9365	-157.455	0	0
9364	-147.869	0	0
9363	-139.398	0	0
9362	-131.858	0	0
9361	-125.101	0	0
9360	-119.011	0	0
9359	-113.493	0	0
9358	-108.469	0	0
9357	-103.875	0	0
9356	-99.6586	0	0
9355	-95.7736	0	0
9354	-92.1826	0	0
9353	-88.853	0	0
9352	-85.7572	0	0
9351	-82.871	0	0
9350	-80.1738	0	0
9349	-77.6474	0	0
9348	-75.276	0	0
9347	-73.0456	0	0
9346	-70.9438	0	0
9345	-68.9599	0	0
9344	-67.084	0	0
9343	-65.3075	0	0
9342	-63.6227	0	0
9341	-62.0226	0	0
9340	-60.5008	0	0
9339	-59.0518	0	0
9338	-57.6704	0	0
9337	-56.3519	0	0
9336	-55.0922	0	0
9335	-53.8873	0	0
9334	-52.7337	0	0
9333	-51.6282	0	0
9332	-50.5678	0	0
9331	-49.5498	0	0
9330	-48.5717	0	0
9329	-47.6311	0	0
9328	-46.726	0	0
9327	-45.8544	0	0
9326	-45.0144	0	0
9325	-44.2043	0	0
9324	-43.4225	0	0
9323	-42.6676	0	0
9322	-41.9383	0	0
9321	-41.2331	0	0
9320	-40.551	0	0
9319	-39.8908	0	0
9318	-39.2515	0	0
9317	-38.6321	0	0
9316	-38.0316	0	0
9315	-37.4493	0	0
9314	-36.8843	0	0
9313	-36.3358	0	0
9312	-35.8031	0	0
9311	-35.2856	0	0
9310	-34.7826	0	0
9309	-34.2935	0	0
9308	-33.8178	0	0
9307	-33.3548	0	0
9306	-32.9041	0	0
9305	-32.4652	0	0
9304	-32.0377	0	0
9303	-31.6211	0	0
9302	-31.2149	0	0
9301	-30.8189	0	0
9300	-30.4326	0	0
9299	-30.0557	0	0
9298	-29.6878	0	0
9297	-29.3286	0	0
9296	-28.9778	0	0
9295	-28.6352	0	0
9294	-28.3004	0	0
9293	-27.9732	0	0
9292	-27.6533	0	0
9291	-27.3404	0	0
9290	-27.0345	0	0
9289	-26.7351	0	0
9288	-26.4422	0	0
9287	-26.1554	0	0
9286	-25.8747	0	0
9285	-25.5998	0	0
9284	-25.3305	0	0
9283	-25.0667	0	0
9282	-24.8083	0	0
9281	-24.555	0	0
9280	-24.3066	0	0
9279	-24.0632	0	0
9278	-23.8244	0	0
9277	-23.5903	0	0
9276	-23.3605	0	0
9275	-23.1351	0	0
9274	-22.9139	0	0
9273	-22.6968	0	0
9272	-22.4837	0	0
9271	-22.2744	0	0
9270	-22.0689	0	0
9269	-21.8671	0	0
9268	-21.6688	0	0
9267	-21.474	0	0
9266	-21.2826	0	0
9265	-21.0945	0	0
9264	-20.9095	0	0
9263	-20.7278	0	0
9262	-20.549	0	0
9261	-20.3733	0	0
9260	-20.2005	0	0
9259	-20.0305	0	0
9258	-19.8632	0	0
9257	-19.6987	0	0
9256	-19.5368	0	0
9255	-19.3774	0	0
9254	-19.2206	0	0
9253	-19.0662	0	0
9252	-18.9143	0	0
9251	-18.7646	0	0
9250	-18.6173	0	0
9249	-18.4722	0	0
9248	-18.3292	0	0
9247	-18.1885	0	0
9246	-18.0498	0	0
9245	-17.9131	0	0
9244	-17.7785	0	0
9243	-17.6458	0	0
9242	-17.515	0	0
9241	-17.3861	0	0
9240	-17.259	0	0
9239	-17.1338	0	0
9238	-17.0103	0	0
9237	-16.8885	0	0
9236	-16.7684	0	0
9235	-16.6499	0	0
9234	-16.5331	0	0
9233	-16.4179	0	0
9232	-16.3042	0	0
9231	-16.192	0	0
9230	-16.0813	0	0
9229	-15.9721	0	0
9228	-15.8644	0	0
9227	-15.758	0	0
9226	-15.653	0	0
9225	-15.5494	0	0
9224	-15.4471	0	0
9223	-15.3461	0	0
9222	-15.2464	0	0
9221	-15.148	0	0
9220	-15.0507	0	0
9219	-14.9547	0	0
9218	-14.8599	0	0
9217	-14.7663	0	0
9216	-14.6737	0	0
9215	-14.5824	0	0
9214	-14.4921	0	0
9213	-14.4029	0	0
9212	-14.3147	0	0
9211	-14.2277	0	0
9210	-14.1416	0	0
9209	-14.0565	0	0
9208	-13.9725	0	0
9207	-13.8894	0	0
9206	-13.8073	0	0
9205	-13.7261	0	0
9204	-13.6459	0	0
9203	-13.5665	0	0
9202	-13.4881	0	0
9201	-13.4105	0	0
9200	-13.3339	0	0
9199	-13.258	0	0
9198	-13.183	0	0
9197	-13.1088	0	0
9196	-13.0355	0	0
9195	-12.9629	0	0
9194	-12.8912	0	0
9193	-12.8202	0	0
9192	-12.7499	0	0
9191	-12.6804	0	0
9190	-12.6117	0	0
9189	-12.5436	0	0
9188	-12.4763	0	0
9187	-12.4097	0	0
9186	-12.3438	0	0
9185	-12.2786	0	0
9184	-12.214	0	0
9183	-12.1501	0	0
9182	-12.0869	0	0
9181	-12.0243	0	0
9180	-11.9623	0	0
9179	-11.901	0	0
9178	-11.8402	0	0
9177	-11.7801	0	0
9176	-11.7206	0	0
9175	-11.6617	0	0
9174	-11.6033	0	0
9173	-11.5455	0	0
9172	-11.4883	0	0
9171	-11.4316	0	0
9170	-11.3755	0	0
9169	-11.3199	0	0
9168	-11.2648	0	0
9167	-11.2103	0	0
9166	-11.1563	0	0
9165	-11.1028	0	0
9164	-11.0498	0	0
9163	-10.9973	0	0
9162	-10.9453	0	0
9161	-10.8937	0	0
9160	-10.8427	0	0
9159	-10.7921	0	0
9158	-10.742	0	0
9157	-10.6923	0	0
9156	-10.6431	0	0
9155	-10.5943	0	0
9154	-10.546	0	0
9153	-10.4981	0	0
9152	-10.4506	0	0
9151	-10.4035	0	0
9150	-10.3569	0	0
9149	-10.3107	0	0
9148	-10.2649	0	0
9147	-10.2194	0	0
9146	-10.1744	0	0
9145	-10.1298	0	0
9144	-10.0855	0	0
9143	-10.0417	0	0
9142	-9.99818	0	0
9141	-9.95506	0	0
9140	-9.9123	0	0
9139	-9.86991	0	0
9138	-9.82788	0	0
9137	-9.78619	0	0
9136	-9.74486	0	0
9135	-9.70387	0	0
9134	-9.66322	0	0
9133	-9.62291	0	0
9132	-9.58293	0	0
9131	-9.54328	0	0
9130	-9.50395	0	0
9129	-9.46494	0	0
9128	-9.42625	0	0
9127	-9.38787	0	0
9126	-9.3498	0	0
9125	-9.31204	0	0
9124	-9.27457	0	0
9123	-9.23741	0	0
9122	-9.20054	0	0
9121	-9.16396	0	0
9120	-9.12767	0	0
9119	-9.09166	0	0
9118	-9.05594	0	0
9117	-9.02049	0	0
9116	-8.98532	0	0
9115	-8.95042	0	0
9114	-8.91579	0	0
9113	-8.88143	0	0
9112	-8.84733	0	0
9111	-8.81349	0	0
9110	-8.7799	0	0
9109	-8.74657	0	0
9108	-8.71349	0	0
9107	-8.68066	0	0
9106	-8.64808	0	0
9105	-8.61574	0	0
9104	-8.58364	0	0
9103	-8.55178	0	0
9102	-8.52015	0	0
9101	-8.48876	0	0
9100	-8.45759	0	0
9099	-8.42666	0	0
9098	-8.39595	0	0
9097	-8.36546	0	0
9096	-8.33519	0	0
9095	-8.30514	0	0
9094	-8.27531	0	0
9093	-8.24569	0	0
9092	-8.21629	0	0
9091	-8.18709	0	0
9090	-8.1581	0	0
9089	-8.12931	0	0
9088	-8.10073	0	0
9087	-8.07235	0	0
9086	-8.04417	0	0
9085	-8.01618	0	0
9084	-7.98839	0	0
9083	-7.96079	0	0
9082	-7.93338	0	0
9081	-7.90616	0	0
9080	-7.87913	0	0
9079	-7.85229	0	0
9078	-7.82562	0	0
9077	-7.79914	0	0
9076	-7.77284	0	0
9075	-7.74672	0	0
9074	-7.72077	0	0
9073	-7.69499	0	0
9072	-7.66939	0	0
9071	-7.64396	0	0
9070	-7.6187	0	0
9069	-7.59361	0	0
9068	-7.56868	0	0
9067	-7.54392	0	0
9066	-7.51932	0	0
9065	-7.49488	0	0
9064	-7.4706	0	0
9063	-7.44648	0	0
9062	-7.42252	0	0
9061	-7.39871	0	0
9060	-7.37506	0	0
9059	-7.35156	0	0
9058	-7.32821	0	0
9057	-7.30501	0	0
9056	-7.28195	0	0
9055	-7.25905	0	0
9054	-7.23628	0	0
9053	-7.21367	0	0
9052	-7.19119	0	0
9051	-7.16886	0	0
9050	-7.14667	0	0
9049	-7.12461	0	0
9048	-7.1027	0	0
9047	-7.08092	0	0
9046	-7.05927	0	0
9045	-7.03776	0	0
9044	-7.01638	0	0
9043	-6.99513	0	0
