# ENERGY      NU         SIGRAD        SIGBORN     STAT. ERR.     SYST. ERR.
     862    15.5       -7.92692       -12.3856              0      0.0445868
     862    16.5       -8.54001        -12.976              0        0.04436
     862    17.5       -8.96396       -13.2652              0      0.0430125
     862    18.5       -9.19808       -13.2554              0      0.0405735
     862    19.5       -9.24653       -12.9724              0      0.0372591
     862    20.5       -9.10072       -12.4021              0      0.0330141
     862    21.5       -8.76734       -11.5648              0      0.0279743
     862    22.5       -8.22171       -10.4132              0      0.0219151
     862    23.5       -7.52531       -9.08551              0       0.015602
     862    24.5       -6.79192       -7.80931              0      0.0101738
     862    25.5       -6.06419       -6.62873              0     0.00564539
     862    26.5       -5.34367       -5.50677              0     0.00163104
     862    27.5       -4.63402       -4.43463              0     0.00199391
     862    28.5       -3.94474        -3.4246              0     0.00520134
     862    29.5       -3.27761       -2.47217              0     0.00805445
     862    30.5       -2.63403       -1.57376              0      0.0106027
     862    31.5       -2.01482      -0.727068              0      0.0128775
     862    32.5       -1.42065      0.0697855             -0      0.0149044
     862    33.5      -0.851245       0.819947             -0      0.0167119
     862    34.5      -0.312502        1.51289             -0      0.0182539
     862    35.5        0.19726        2.15537              0      0.0195811
     862    36.5       0.679938        2.75367              0      0.0207374
     862    37.5        1.13394        3.30478              0      0.0217084
     862    38.5         1.5686        3.82926              0      0.0226067
     862    39.5        1.96841         4.2933              0      0.0232489
     862    40.5        2.34855        4.73174              0      0.0238319
     862    41.5        2.70125        5.12777              0      0.0242653
     862    42.5        3.02657        5.48144              0      0.0245487
     862    43.5         3.3241        5.79371              0      0.0246961
     862    44.5        3.60163        6.08162              0      0.0247999
     862    45.5        3.85965        6.34432              0      0.0248467
     862    46.5        4.09051        6.56463              0      0.0247412
     862    47.5        4.29375        6.74356              0      0.0244981
     862    48.5        4.47686        6.89878              0      0.0242192
     862    49.5        4.63227        7.01299              0      0.0238072
     862    50.5        4.76776        7.10325              0      0.0233549
     862    51.5        4.88346        7.16931              0      0.0228585
     862    52.5        4.97176        7.19395              0      0.0222219
     862    53.5        5.04014         7.1948              0      0.0215467
     862    54.5        5.08067        7.15527              0       0.020746
     862    55.5        5.10114        7.09236              0      0.0199122
     862    56.5        5.10166        7.00588              0      0.0190422
     862    57.5        5.08259        6.89518              0      0.0181258
     862    58.5        5.03602        6.74359              0      0.0170757
     862    59.5        4.96935        6.56884              0      0.0159949
     862    60.5        4.87473        6.35426              0      0.0147952
     862    61.5        4.76787        6.13345              0      0.0136558
     862    62.5        4.63347        5.87203              0      0.0123857
     862    63.5        4.48722        5.60362              0       0.011164
     862    64.5        4.33747        5.34399              0      0.0100652
     862    65.5        4.18558        5.09029              0      0.0090471
     862    66.5        4.04019         4.8575              0     0.00817309
     862    67.5        3.89418        4.62717              0     0.00732988
     862    68.5        3.75561        4.41547              0     0.00659853
     862    69.5        3.61691        4.20495              0     0.00588044
     862    70.5        3.47801        3.99558              0     0.00517572
     862    71.5        3.34663        3.80438              0     0.00457755
     862    72.5        3.21536         3.6136              0      0.0039824
     862    73.5         3.0921        3.43982              0     0.00347719
     862    74.5        2.96916        3.26584              0     0.00296676
     862    75.5        2.85435        3.10853              0     0.00254181
     862    76.5        2.73999        2.95065              0     0.00210668
     862    77.5        2.62594        2.79245              0      0.0016651
     862    78.5        2.51977        2.65128              0     0.00131513
     862    79.5        2.41408        2.50939              0    0.000953187
     862    80.5        2.30873        2.36704              0    0.000583078
     862    81.5        2.21137        2.24142              0    0.000300511
     862    82.5        2.11452        2.11494              0    4.23363e-06
     862    83.5        2.01807        1.98781              0    0.000302614
     862    84.5        1.92966        1.87723              0    0.000524269
     862    85.5        1.84183        1.76557              0    0.000762584
     862    86.5         1.7544        1.65321              0      0.0010119
     862    87.5        1.67508         1.5572              0      0.0011788
     862    88.5        1.59636        1.46003              0     0.00136339
     862    89.5        1.51813        1.36191              0     0.00156227
     862    90.5        1.44006        1.26349              0      0.0017657
     862    91.5        1.36999        1.18163              0     0.00188356
     862    92.5        1.30055        1.09852              0     0.00202024
     862    93.5         1.2316        1.01441              0     0.00217186
     862    94.5        1.17081       0.946455              0     0.00224358
     862    95.5        1.11062       0.877262              0     0.00233362
     862    96.5          1.051       0.806877              0     0.00244124
     862    97.5       0.994759       0.742678              0     0.00252081
     862    98.5       0.940456       0.681047              0     0.00259409
     862    99.5       0.888935       0.623543              0     0.00265392
     862   100.5       0.839396       0.568508              0     0.00270888
     862   101.5       0.792621        0.51762              0     0.00275002
     862   102.5       0.747833       0.469174              0     0.00278659
     862   103.5       0.705816       0.424847              0      0.0028097
     862   104.5       0.666592       0.384585              0     0.00282007
     862   105.5       0.629404       0.346643              0     0.00282761
