# ENERGY      NU         SIGRAD        SIGBORN     STAT. ERR.     SYST. ERR.
    6380    3366       0.019698       0.019698              0              0
    6380    3367      0.0199481      0.0199481              0              0
    6380    3368      0.0202028      0.0202028              0              0
    6380    3369      0.0204633      0.0204633              0              0
    6380    3370        0.02073        0.02073              0              0
    6380    3371      0.0210032      0.0210032              0              0
    6380    3372      0.0212829      0.0212829              0              0
    6380    3373      0.0215695      0.0215695              0              0
    6380    3374       0.021863       0.021863              0              0
    6380    3375      0.0221636      0.0221636              0              0
    6380    3376      0.0224715      0.0224715              0              0
    6380    3377      0.0227869      0.0227869              0              0
    6380    3378        0.02311        0.02311              0              0
    6380    3379      0.0234409      0.0234409              0              0
    6380    3380      0.0237799      0.0237799              0              0
    6380    3381       0.024127       0.024127              0              0
    6380    3382      0.0244824      0.0244824              0              0
    6380    3383      0.0248462      0.0248462              0              0
    6380    3384      0.0252187      0.0252187              0              0
    6380    3385      0.0255998      0.0255998              0              0
    6380    3386      0.0259896      0.0259896              0              0
    6380    3387      0.0263882      0.0263882              0              0
    6380    3388      0.0267957      0.0267957              0              0
    6380    3389      0.0272119      0.0272119              0              0
    6380    3390      0.0276369      0.0276369              0              0
    6380    3391      0.0280704      0.0280704              0              0
    6380    3392      0.0285124      0.0285124              0              0
    6380    3393      0.0289626      0.0289626              0              0
    6380    3394      0.0294207      0.0294207              0              0
    6380    3395      0.0298863      0.0298863              0              0
    6380    3396      0.0303589      0.0303589              0              0
    6380    3397       0.030838       0.030838              0              0
    6380    3398      0.0313229      0.0313229              0              0
    6380    3399      0.0318128      0.0318128              0              0
    6380    3400      0.0323069      0.0323069              0              0
    6380    3401       0.032804       0.032804              0              0
    6380    3402      0.0333031      0.0333031              0              0
    6380    3403      0.0338028      0.0338028              0              0
    6380    3404      0.0343017      0.0343017              0              0
    6380    3405      0.0347982      0.0347982              0              0
    6380    3406      0.0352907      0.0352907              0              0
    6380    3407      0.0357772      0.0357772              0              0
    6380    3408      0.0362558      0.0362558              0              0
    6380    3409      0.0367244      0.0367244              0              0
    6380    3410      0.0371808      0.0371808              0              0
    6380    3411      0.0376227      0.0376227              0              0
    6380    3412      0.0380479      0.0380479              0              0
    6380    3413       0.038444       0.038444              0              0
    6380    3414       0.038799       0.038799              0              0
    6380    3415      0.0391568      0.0391568              0              0
    6380    3416      0.0394967      0.0394967              0              0
    6380    3417      0.0398126      0.0398126              0              0
    6380    3418      0.0401014      0.0401014              0              0
    6380    3419      0.0403605      0.0403605              0              0
    6380    3420      0.0405881      0.0405881              0              0
    6380    3421      0.0407828      0.0407828              0              0
    6380    3422      0.0409435      0.0409435              0              0
    6380    3423      0.0410693      0.0410693              0              0
    6380    3424      0.0411599      0.0411599              0              0
    6380    3425      0.0412154      0.0412154              0              0
