# ENERGY      NU         SIGRAD        SIGBORN     STAT. ERR.     SYST. ERR.
    6380    3418     -0.0151667     -0.0151667              0              0
    6380    3419     -0.0152478     -0.0152478              0              0
    6380    3420     -0.0153166     -0.0153166              0              0
    6380    3421     -0.0153725     -0.0153725              0              0
    6380    3422      -0.015415      -0.015415              0              0
    6380    3423      -0.015444      -0.015444              0              0
    6380    3424     -0.0154594     -0.0154594              0              0
    6380    3425      -0.015461      -0.015461              0              0
    6380    3426     -0.0154492     -0.0154492              0              0
    6380    3427     -0.0154242     -0.0154242              0              0
    6380    3428     -0.0153864     -0.0153864              0              0
    6380    3429     -0.0153364     -0.0153364              0              0
    6380    3430     -0.0152748     -0.0152748              0              0
    6380    3431     -0.0152023     -0.0152023              0              0
    6380    3432     -0.0151197     -0.0151197              0              0
    6380    3433     -0.0150279     -0.0150279              0              0
    6380    3434     -0.0149277     -0.0149277              0              0
    6380    3435     -0.0148201     -0.0148201              0              0
    6380    3436     -0.0147059     -0.0147059              0              0
    6380    3437     -0.0145863     -0.0145863              0              0
    6380    3438     -0.0144619     -0.0144619              0              0
    6380    3439     -0.0143337     -0.0143337              0              0
    6380    3440     -0.0142026     -0.0142026              0              0
    6380    3441     -0.0140693     -0.0140693              0              0
    6380    3442     -0.0139346     -0.0139346              0              0
    6380    3443     -0.0137992     -0.0137992              0              0
    6380    3444     -0.0136638     -0.0136638              0              0
    6380    3445     -0.0135288     -0.0135288              0              0
    6380    3446     -0.0133949     -0.0133949              0              0
    6380    3447     -0.0132625     -0.0132625              0              0
    6380    3448      -0.013132      -0.013132              0              0
    6380    3449     -0.0130038     -0.0130038              0              0
    6380    3450     -0.0128782     -0.0128782              0              0
    6380    3451     -0.0127554     -0.0127554              0              0
    6380    3452     -0.0126357     -0.0126357              0              0
    6380    3453     -0.0125193     -0.0125193              0              0
    6380    3454     -0.0124062     -0.0124062              0              0
    6380    3455     -0.0122966     -0.0122966              0              0
    6380    3456     -0.0121907     -0.0121907              0              0
    6380    3457     -0.0120883     -0.0120883              0              0
    6380    3458     -0.0119896     -0.0119896              0              0
    6380    3459     -0.0118946     -0.0118946              0              0
    6380    3460     -0.0118032     -0.0118032              0              0
    6380    3461     -0.0117154     -0.0117154              0              0
    6380    3462     -0.0116313     -0.0116313              0              0
    6380    3463     -0.0115506     -0.0115506              0              0
    6380    3464     -0.0114734     -0.0114734              0              0
    6380    3465     -0.0113997     -0.0113997              0              0
    6380    3466     -0.0113292     -0.0113292              0              0
    6380    3467      -0.011262      -0.011262              0              0
    6380    3468      -0.011198      -0.011198              0              0
    6380    3469      -0.011137      -0.011137              0              0
    6380    3470      -0.011079      -0.011079              0              0
    6380    3471     -0.0110239     -0.0110239              0              0
    6380    3472     -0.0109716     -0.0109716              0              0
    6380    3473      -0.010922      -0.010922              0              0
    6380    3474      -0.010875      -0.010875              0              0
    6380    3475     -0.0108306     -0.0108306              0              0
    6380    3476     -0.0107886     -0.0107886              0              0
    6380    3477      -0.010749      -0.010749              0              0
    6380    3478     -0.0107116     -0.0107116              0              0
    6380    3479     -0.0106764     -0.0106764              0              0
    6380    3480     -0.0106433     -0.0106433              0              0
    6380    3481     -0.0106123     -0.0106123              0              0
    6380    3482     -0.0105832     -0.0105832              0              0
    6380    3483     -0.0105559     -0.0105559              0              0
    6380    3484     -0.0105305     -0.0105305              0              0
    6380    3485     -0.0105068     -0.0105068              0              0
    6380    3486     -0.0104848     -0.0104848              0              0
    6380    3487     -0.0104644     -0.0104644              0              0
    6380    3488     -0.0104455     -0.0104455              0              0
    6380    3489     -0.0104281     -0.0104281              0              0
    6380    3490     -0.0104122     -0.0104122              0              0
    6380    3491     -0.0103976     -0.0103976              0              0
    6380    3492     -0.0103844     -0.0103844              0              0
    6380    3493     -0.0103725     -0.0103725              0              0
    6380    3494     -0.0103618     -0.0103618              0              0
    6380    3495     -0.0103522     -0.0103522              0              0
    6380    3496     -0.0103439     -0.0103439              0              0
    6380    3497     -0.0103366     -0.0103366              0              0
    6380    3498     -0.0103303     -0.0103303              0              0
    6380    3499     -0.0103251     -0.0103251              0              0
    6380    3500      -0.010321      -0.010321              0              0
    6380    3501     -0.0103177     -0.0103177              0              0
    6380    3502     -0.0103154     -0.0103154              0              0
    6380    3503      -0.010314      -0.010314              0              0
    6380    3504     -0.0103135     -0.0103135              0              0
    6380    3505     -0.0103138     -0.0103138              0              0
    6380    3506      -0.010315      -0.010315              0              0
    6380    3507      -0.010317      -0.010317              0              0
    6380    3508     -0.0103198     -0.0103198              0              0
    6380    3509     -0.0103233     -0.0103233              0              0
    6380    3510     -0.0103277     -0.0103277              0              0
    6380    3511     -0.0103327     -0.0103327              0              0
    6380    3512     -0.0103384     -0.0103384              0              0
    6380    3513     -0.0103449     -0.0103449              0              0
    6380    3514     -0.0103521     -0.0103521              0              0
    6380    3515     -0.0103599     -0.0103599              0              0
    6380    3516     -0.0103685     -0.0103685              0              0
    6380    3517     -0.0103777     -0.0103777              0              0
    6380    3518     -0.0103875     -0.0103875              0              0
    6380    3519     -0.0103981     -0.0103981              0              0
    6380    3520     -0.0104093     -0.0104093              0              0
    6380    3521     -0.0104211     -0.0104211              0              0
    6380    3522     -0.0104336     -0.0104336              0              0
    6380    3523     -0.0104468     -0.0104468              0              0
    6380    3524     -0.0104607     -0.0104607              0              0
    6380    3525     -0.0104752     -0.0104752              0              0
    6380    3526     -0.0104903     -0.0104903              0              0
    6380    3527     -0.0105062     -0.0105062              0              0
    6380    3528     -0.0105227     -0.0105227              0              0
    6380    3529     -0.0105399     -0.0105399              0              0
    6380    3530     -0.0105578     -0.0105578              0              0
    6380    3531     -0.0105764     -0.0105764              0              0
    6380    3532     -0.0105957     -0.0105957              0              0
    6380    3533     -0.0106157     -0.0106157              0              0
    6380    3534     -0.0106365     -0.0106365              0              0
    6380    3535     -0.0106579     -0.0106579              0              0
    6380    3536     -0.0106801     -0.0106801              0              0
    6380    3537      -0.010703      -0.010703              0              0
    6380    3538     -0.0107267     -0.0107267              0              0
    6380    3539     -0.0107511     -0.0107511              0              0
    6380    3540     -0.0107762     -0.0107762              0              0
    6380    3541     -0.0108022     -0.0108022              0              0
    6380    3542     -0.0108288     -0.0108288              0              0
    6380    3543     -0.0108562     -0.0108562              0              0
    6380    3544     -0.0108843     -0.0108843              0              0
    6380    3545     -0.0109131     -0.0109131              0              0
    6380    3546     -0.0109427     -0.0109427              0              0
    6380    3547     -0.0109728     -0.0109728              0              0
    6380    3548     -0.0110037     -0.0110037              0              0
    6380    3549     -0.0110351     -0.0110351              0              0
    6380    3550      -0.011067      -0.011067              0              0
    6380    3551     -0.0110994     -0.0110994              0              0
    6380    3552     -0.0111322     -0.0111322              0              0
    6380    3553     -0.0111653     -0.0111653              0              0
    6380    3554     -0.0111987     -0.0111987              0              0
    6380    3555     -0.0112321     -0.0112321              0              0
    6380    3556     -0.0112655     -0.0112655              0              0
    6380    3557     -0.0112986     -0.0112986              0              0
    6380    3558     -0.0113314     -0.0113314              0              0
    6380    3559     -0.0113637     -0.0113637              0              0
    6380    3560     -0.0113951     -0.0113951              0              0
    6380    3561     -0.0114256     -0.0114256              0              0
    6380    3562     -0.0114547     -0.0114547              0              0
    6380    3563     -0.0114824     -0.0114824              0              0
    6380    3564     -0.0115081     -0.0115081              0              0
    6380    3565     -0.0115316     -0.0115316              0              0
    6380    3566     -0.0115526     -0.0115526              0              0
    6380    3567     -0.0115707     -0.0115707              0              0
    6380    3568     -0.0115855     -0.0115855              0              0
    6380    3569     -0.0115966     -0.0115966              0              0
    6380    3570     -0.0116037     -0.0116037              0              0
    6380    3571     -0.0116063     -0.0116063              0              0
    6380    3572     -0.0116041     -0.0116041              0              0
    6380    3573     -0.0115966     -0.0115966              0              0
    6380    3574     -0.0115836     -0.0115836              0              0
    6380    3575     -0.0115647     -0.0115647              0              0
    6380    3576     -0.0115397     -0.0115397              0              0
    6380    3577     -0.0115082     -0.0115082              0              0
    6380    3578     -0.0114701     -0.0114701              0              0
    6380    3579     -0.0114253     -0.0114253              0              0
    6380    3580     -0.0113736     -0.0113736              0              0
    6380    3581     -0.0113151     -0.0113151              0              0
    6380    3582     -0.0112498     -0.0112498              0              0
    6380    3583     -0.0111779     -0.0111779              0              0
    6380    3584     -0.0110995     -0.0110995              0              0
    6380    3585     -0.0110149     -0.0110149              0              0
    6380    3586     -0.0109245     -0.0109245              0              0
    6380    3587     -0.0108286     -0.0108286              0              0
    6380    3588     -0.0107278     -0.0107278              0              0
    6380    3589     -0.0106225     -0.0106225              0              0
    6380    3590     -0.0105133     -0.0105133              0              0
    6380    3591     -0.0104008     -0.0104008              0              0
    6380    3592     -0.0102855     -0.0102855              0              0
    6380    3593     -0.0101682     -0.0101682              0              0
    6380    3594     -0.0100495     -0.0100495              0              0
    6380    3595    -0.00992998    -0.00992998              0              0
    6380    3596    -0.00981034    -0.00981034              0              0
    6380    3597    -0.00969121    -0.00969121              0              0
    6380    3598     -0.0095732     -0.0095732              0              0
    6380    3599     -0.0094569     -0.0094569              0              0
    6380    3600    -0.00934288    -0.00934288              0              0
    6380    3601    -0.00923165    -0.00923165              0              0
    6380    3602    -0.00912371    -0.00912371              0              0
    6380    3603    -0.00901949    -0.00901949              0              0
    6380    3604    -0.00891944    -0.00891944              0              0
    6380    3605    -0.00882387    -0.00882387              0              0
    6380    3606    -0.00873309    -0.00873309              0              0
    6380    3607    -0.00864737    -0.00864737              0              0
    6380    3608    -0.00856692    -0.00856692              0              0
    6380    3609     -0.0084919     -0.0084919              0              0
    6380    3610    -0.00842244    -0.00842244              0              0
    6380    3611    -0.00835861    -0.00835861              0              0
    6380    3612    -0.00830043    -0.00830043              0              0
