# ENERGY      NU         SIGRAD        SIGBORN     STAT. ERR.     SYST. ERR.
    6380    1701     -0.0854959     -0.0854959              0              0
    6380    1702      -0.087136      -0.087136              0              0
    6380    1703     -0.0860875     -0.0860875              0              0
    6380    1704     -0.0877328     -0.0877328              0              0
    6380    1705     -0.0893918     -0.0893918              0              0
    6380    1706     -0.0883331     -0.0883331              0              0
    6380    1707     -0.0900019     -0.0900019              0              0
    6380    1708     -0.0916906     -0.0916906              0              0
    6380    1709     -0.0933941     -0.0933941              0              0
    6380    1710     -0.0923141     -0.0923141              0              0
    6380    1711     -0.0940252     -0.0940252              0              0
    6380    1712     -0.0957491     -0.0957491              0              0
    6380    1713     -0.0974798     -0.0974798              0              0
    6380    1714     -0.0963886     -0.0963886              0              0
    6380    1715     -0.0981216     -0.0981216              0              0
    6380    1716     -0.0998591     -0.0998591              0              0
    6380    1717     -0.0987668     -0.0987668              0              0
    6380    1718      -0.100507      -0.100507              0              0
    6380    1719      -0.102255      -0.102255              0              0
    6380    1720       -0.10401       -0.10401              0              0
    6380    1721      -0.102911      -0.102911              0              0
    6380    1722      -0.104669      -0.104669              0              0
    6380    1723      -0.106432      -0.106432              0              0
    6380    1724      -0.105331      -0.105331              0              0
    6380    1725      -0.107098      -0.107098              0              0
    6380    1726      -0.108869      -0.108869              0              0
    6380    1727       -0.11064       -0.11064              0              0
    6380    1728      -0.109539      -0.109539              0              0
    6380    1729      -0.111307      -0.111307              0              0
    6380    1730      -0.113072      -0.113072              0              0
    6380    1731      -0.111976      -0.111976              0              0
    6380    1732      -0.113744      -0.113744              0              0
    6380    1733      -0.115518      -0.115518              0              0
    6380    1734      -0.117287      -0.117287              0              0
    6380    1735      -0.116193      -0.116193              0              0
    6380    1736      -0.117955      -0.117955              0              0
    6380    1737      -0.133149      -0.133149              0              0
    6380    1738      -0.131971      -0.131971              0              0
    6380    1739      -0.133875      -0.133875              0              0
    6380    1740      -0.135783      -0.135783              0              0
    6380    1741      -0.134604      -0.134604              0              0
    6380    1742      -0.136512      -0.136512              0              0
    6380    1743      -0.138411      -0.138411              0              0
    6380    1744      -0.140292      -0.140292              0              0
    6380    1745      -0.139133      -0.139133              0              0
    6380    1746      -0.141003      -0.141003              0              0
    6380    1747      -0.142855      -0.142855              0              0
    6380    1748      -0.141715      -0.141715              0              0
    6380    1749      -0.143556      -0.143556              0              0
    6380    1750      -0.145378      -0.145378              0              0
    6380    1751      -0.144257      -0.144257              0              0
    6380    1752      -0.146068      -0.146068              0              0
    6380    1753      -0.147859      -0.147859              0              0
    6380    1754      -0.149635      -0.149635              0              0
    6380    1755      -0.148539      -0.148539              0              0
    6380    1756      -0.150308      -0.150308              0              0
    6380    1757      -0.152066      -0.152066              0              0
    6380    1758      -0.150983      -0.150983              0              0
    6380    1759      -0.152734      -0.152734              0              0
    6380    1760      -0.154472      -0.154472              0              0
    6380    1761      -0.153402      -0.153402              0              0
    6380    1762      -0.155131      -0.155131              0              0
    6380    1763      -0.156845      -0.156845              0              0
    6380    1764      -0.155791      -0.155791              0              0
    6380    1765      -0.157494      -0.157494              0              0
    6380    1766      -0.159172      -0.159172              0              0
    6380    1767      -0.158142      -0.158142              0              0
    6380    1768      -0.159799      -0.159799              0              0
    6380    1769      -0.161419      -0.161419              0              0
    6380    1770      -0.160423      -0.160423              0              0
    6380    1771       -0.16202       -0.16202              0              0
    6380    1772      -0.163586      -0.163586              0              0
    6380    1773      -0.162618      -0.162618              0              0
    6380    1774      -0.164168      -0.164168              0              0
    6380    1775      -0.165692      -0.165692              0              0
    6380    1776      -0.167182      -0.167182              0              0
