5379	-nan	0	0
5378	-nan	0	0
5377	-nan	0	0
5376	-nan	0	0
5375	-nan	0	0
5374	-nan	0	0
5373	-nan	0	0
5372	-nan	0	0
5371	-nan	0	0
5370	-nan	0	0
5369	-nan	0	0
5368	-nan	0	0
5367	-nan	0	0
5366	-nan	0	0
5365	-nan	0	0
5364	-nan	0	0
5363	-nan	0	0
5362	-nan	0	0
5361	-nan	0	0
5360	-nan	0	0
5359	-nan	0	0
5358	-nan	0	0
5357	-nan	0	0
5356	-nan	0	0
5355	-nan	0	0
5354	-nan	0	0
5353	-nan	0	0
5352	-nan	0	0
5351	-nan	0	0
5350	-nan	0	0
5349	-nan	0	0
5348	-nan	0	0
5347	-nan	0	0
5346	-nan	0	0
5345	-nan	0	0
5344	-nan	0	0
5343	-nan	0	0
5342	-nan	0	0
5341	-nan	0	0
5340	-nan	0	0
5339	-nan	0	0
5338	-nan	0	0
5337	-nan	0	0
5336	-nan	0	0
5335	-nan	0	0
5334	-nan	0	0
5333	-nan	0	0
5332	-nan	0	0
5331	-nan	0	0
5330	-nan	0	0
5329	-nan	0	0
5328	-nan	0	0
5327	-nan	0	0
5326	-nan	0	0
5325	-nan	0	0
5324	-nan	0	0
5323	-nan	0	0
5322	-nan	0	0
5321	-nan	0	0
5320	-nan	0	0
5319	-nan	0	0
5318	-nan	0	0
5317	-nan	0	0
5316	-nan	0	0
5315	-nan	0	0
5314	-nan	0	0
5313	-nan	0	0
5312	-nan	0	0
5311	-nan	0	0
5310	-nan	0	0
5309	-nan	0	0
5308	-nan	0	0
5307	-nan	0	0
5306	-nan	0	0
5305	-nan	0	0
5304	-nan	0	0
5303	-nan	0	0
5302	-nan	0	0
5301	-nan	0	0
5300	-nan	0	0
5299	-nan	0	0
5298	-nan	0	0
5297	-nan	0	0
5296	-nan	0	0
5295	-nan	0	0
5294	-nan	0	0
5293	-nan	0	0
5292	-nan	0	0
5291	-nan	0	0
5290	-nan	0	0
5289	-nan	0	0
5288	-nan	0	0
5287	-nan	0	0
5286	-nan	0	0
5285	-nan	0	0
5284	-nan	0	0
5283	-nan	0	0
5282	-nan	0	0
5281	-nan	0	0
5280	-nan	0	0
5279	-nan	0	0
5278	-nan	0	0
5277	-nan	0	0
5276	-nan	0	0
5275	-nan	0	0
5274	-nan	0	0
5273	-nan	0	0
5272	-nan	0	0
5271	-nan	0	0
5270	-nan	0	0
5269	-nan	0	0
5268	-nan	0	0
5267	-nan	0	0
5266	-nan	0	0
5265	-nan	0	0
5264	-nan	0	0
5263	-nan	0	0
5262	-nan	0	0
5261	-nan	0	0
5260	-nan	0	0
5259	-nan	0	0
5258	-nan	0	0
5257	-nan	0	0
5256	-nan	0	0
5255	-nan	0	0
5254	-nan	0	0
5253	-nan	0	0
5252	-nan	0	0
5251	-nan	0	0
5250	-nan	0	0
5249	-nan	0	0
5248	-nan	0	0
5247	-nan	0	0
5246	-nan	0	0
5245	-nan	0	0
5244	-nan	0	0
5243	-nan	0	0
5242	-nan	0	0
5241	-nan	0	0
5240	-nan	0	0
5239	-nan	0	0
5238	-nan	0	0
5237	-nan	0	0
5236	-nan	0	0
5235	-nan	0	0
5234	-nan	0	0
5233	-nan	0	0
5232	-nan	0	0
5231	-nan	0	0
5230	-nan	0	0
5229	-nan	0	0
5228	-nan	0	0
5227	-nan	0	0
5226	-nan	0	0
5225	-nan	0	0
5224	-nan	0	0
5223	-nan	0	0
5222	-nan	0	0
5221	-nan	0	0
5220	-nan	0	0
5219	-nan	0	0
5218	-nan	0	0
5217	-nan	0	0
5216	-nan	0	0
5215	-nan	0	0
5214	-nan	0	0
5213	-nan	0	0
5212	-nan	0	0
5211	-nan	0	0
5210	-nan	0	0
5209	-nan	0	0
5208	-nan	0	0
5207	-nan	0	0
5206	-nan	0	0
5205	-nan	0	0
5204	-nan	0	0
5203	-nan	0	0
5202	-nan	0	0
5201	-nan	0	0
5200	-nan	0	0
5199	-nan	0	0
5198	-nan	0	0
5197	-nan	0	0
5196	-nan	0	0
5195	-nan	0	0
5194	-nan	0	0
5193	-nan	0	0
5192	-nan	0	0
5191	-nan	0	0
5190	-7.63809	0	0
5189	-7.6401	0	0
5188	-7.6421	0	0
5187	-7.64411	0	0
5186	-7.64611	0	0
5185	-7.64811	0	0
5184	-7.65012	0	0
5183	-7.65212	0	0
5182	-7.65411	0	0
5181	-7.65611	0	0
5180	-7.65811	0	0
5179	-7.6601	0	0
5178	-7.66209	0	0
5177	-7.63289	0	0
5176	-7.63798	0	0
5175	-7.64307	0	0
5174	-7.64817	0	0
5173	-7.65326	0	0
5172	-7.65836	0	0
5171	-7.66347	0	0
5170	-7.66857	0	0
5169	-7.67368	0	0
5168	-7.67879	0	0
5167	-7.6839	0	0
5166	-7.68902	0	0
5165	-7.69413	0	0
5164	-7.69925	0	0
5163	-7.70437	0	0
5162	-7.7095	0	0
5161	-7.71463	0	0
5160	-7.71975	0	0
5159	-7.60334	0	0
5158	-7.61049	0	0
5157	-7.61765	0	0
5156	-7.62481	0	0
5155	-7.63198	0	0
5154	-7.63915	0	0
5153	-7.64633	0	0
5152	-7.65351	0	0
5151	-7.66069	0	0
5150	-7.66789	0	0
5149	-7.67508	0	0
5148	-7.68229	0	0
5147	-7.68949	0	0
5146	-7.6967	0	0
5145	-7.70392	0	0
5144	-7.71114	0	0
5143	-7.71837	0	0
5142	-7.7256	0	0
5141	-7.55783	0	0
5140	-7.56599	0	0
5139	-7.57415	0	0
5138	-7.58231	0	0
5137	-7.59048	0	0
5136	-7.59866	0	0
5135	-7.60684	0	0
5134	-7.61503	0	0
5133	-7.62323	0	0
5132	-7.63143	0	0
5131	-7.63964	0	0
5130	-7.64785	0	0
5129	-7.65607	0	0
5128	-7.6643	0	0
5127	-7.67253	0	0
5126	-7.68077	0	0
5125	-7.68902	0	0
5124	-7.49952	0	0
5123	-7.50797	0	0
5122	-7.51643	0	0
5121	-7.5249	0	0
5120	-7.53338	0	0
5119	-7.54186	0	0
5118	-7.55035	0	0
5117	-7.55884	0	0
5116	-7.56734	0	0
5115	-7.57585	0	0
5114	-7.58436	0	0
5113	-7.59288	0	0
5112	-7.60141	0	0
5111	-7.60995	0	0
5110	-7.61849	0	0
5109	-7.62704	0	0
5108	-7.63559	0	0
5107	-7.44086	0	0
5106	-7.44937	0	0
5105	-7.45789	0	0
5104	-7.46641	0	0
5103	-7.47495	0	0
5102	-7.48348	0	0
5101	-7.49203	0	0
5100	-7.50058	0	0
5099	-7.50914	0	0
5098	-7.51771	0	0
5097	-7.52628	0	0
5096	-7.53486	0	0
5095	-7.54345	0	0
5094	-7.55204	0	0
5093	-7.56064	0	0
5092	-7.56925	0	0
5091	-7.57786	0	0
5090	-7.58648	0	0
5089	-7.39144	0	0
5088	-7.39997	0	0
5087	-7.4085	0	0
5086	-7.41704	0	0
5085	-7.42559	0	0
5084	-7.43414	0	0
5083	-7.44271	0	0
5082	-7.45127	0	0
5081	-7.45985	0	0
5080	-7.46843	0	0
5079	-7.47702	0	0
5078	-7.48562	0	0
5077	-7.49422	0	0
5076	-7.50283	0	0
5075	-7.51145	0	0
5074	-7.52007	0	0
5073	-7.5287	0	0
5072	-7.33453	0	0
5071	-7.34305	0	0
5070	-7.35157	0	0
5069	-7.3601	0	0
5068	-7.36864	0	0
5067	-7.37719	0	0
5066	-7.38574	0	0
5065	-7.3943	0	0
5064	-7.40287	0	0
5063	-7.41144	0	0
5062	-7.42002	0	0
5061	-7.42861	0	0
5060	-7.43721	0	0
5059	-7.44581	0	0
5058	-7.45442	0	0
5057	-7.46303	0	0
5056	-7.47166	0	0
5055	-7.27884	0	0
5054	-7.28734	0	0
5053	-7.29584	0	0
5052	-7.30436	0	0
5051	-7.31287	0	0
5050	-7.3214	0	0
5049	-7.32993	0	0
5048	-7.33847	0	0
5047	-7.34701	0	0
5046	-7.35557	0	0
5045	-7.36413	0	0
5044	-7.37269	0	0
5043	-7.38127	0	0
5042	-7.38985	0	0
5041	-7.39843	0	0
5040	-7.40703	0	0
5039	-7.41563	0	0
5038	-7.22442	0	0
5037	-7.23289	0	0
5036	-7.24137	0	0
5035	-7.24986	0	0
5034	-7.25835	0	0
5033	-7.26685	0	0
5032	-7.27536	0	0
5031	-7.28388	0	0
5030	-7.2924	0	0
5029	-7.30093	0	0
5028	-7.30946	0	0
5027	-7.31801	0	0
5026	-7.32656	0	0
5025	-7.33512	0	0
5024	-7.34368	0	0
5023	-7.35226	0	0
5022	-7.16299	0	0
5021	-7.17142	0	0
5020	-7.17986	0	0
5019	-7.1883	0	0
5018	-7.19675	0	0
5017	-7.20521	0	0
5016	-7.21368	0	0
5015	-7.22215	0	0
5014	-7.23063	0	0
5013	-7.23912	0	0
5012	-7.24761	0	0
5011	-7.25611	0	0
5010	-7.26462	0	0
5009	-7.27314	0	0
5008	-7.28166	0	0
5007	-7.29019	0	0
5006	-7.29873	0	0
5005	-7.11138	0	0
5004	-7.11978	0	0
5003	-7.12818	0	0
5002	-7.1366	0	0
5001	-7.14502	0	0
5000	-7.78058	0	0
4999	-7.78863	0	0
4998	-7.79669	0	0
4997	-7.80475	0	0
4996	-7.81283	0	0
4995	-7.8209	0	0
4994	-7.82899	0	0
4993	-7.83708	0	0
4992	-7.84518	0	0
4991	-7.85328	0	0
4990	-7.86139	0	0
4989	-7.69469	0	0
4988	-7.70273	0	0
4987	-7.71077	0	0
4986	-7.71883	0	0
4985	-7.72689	0	0
4984	-7.73495	0	0
4983	-7.74303	0	0
4982	-7.75111	0	0
4981	-7.75919	0	0
4980	-7.76728	0	0
4979	-7.77538	0	0
4978	-7.78349	0	0
4977	-7.7916	0	0
4976	-7.79972	0	0
4975	-7.80784	0	0
4974	-7.81597	0	0
4973	-7.82411	0	0
4972	-7.65778	0	0
4971	-7.66582	0	0
4970	-7.67388	0	0
4969	-7.68194	0	0
4968	-7.69	0	0
4967	-7.69808	0	0
4966	-7.70616	0	0
4965	-7.71424	0	0
4964	-7.72234	0	0
4963	-7.73044	0	0
4962	-7.73854	0	0
4961	-7.74666	0	0
4960	-7.75478	0	0
4959	-7.7629	0	0
4958	-7.77103	0	0
4957	-7.77917	0	0
4956	-7.61361	0	0
4955	-7.62165	0	0
4954	-7.62971	0	0
4953	-7.63777	0	0
4952	-7.64584	0	0
4951	-7.65391	0	0
4950	-7.66199	0	0
4949	-7.67008	0	0
4948	-7.67817	0	0
4947	-7.68627	0	0
4946	-7.69438	0	0
4945	-7.70249	0	0
4944	-7.71061	0	0
4943	-7.71874	0	0
4942	-7.72687	0	0
4941	-7.73501	0	0
4940	-7.57032	0	0
4939	-7.57836	0	0
4938	-7.58641	0	0
4937	-7.59447	0	0
4936	-7.60253	0	0
4935	-7.6106	0	0
4934	-7.61867	0	0
4933	-7.62675	0	0
4932	-7.63484	0	0
4931	-7.64293	0	0
4930	-7.65103	0	0
4929	-7.65914	0	0
4928	-7.66726	0	0
4927	-7.67538	0	0
4926	-7.6835	0	0
4925	-7.69164	0	0
4924	-7.69978	0	0
4923	-7.53599	0	0
4922	-7.54403	0	0
4921	-7.55207	0	0
4920	-7.56012	0	0
4919	-7.56818	0	0
4918	-7.57625	0	0
4917	-7.58432	0	0
4916	-7.5924	0	0
4915	-7.60049	0	0
4914	-7.60858	0	0
4913	-7.61668	0	0
4912	-7.62479	0	0
4911	-7.6329	0	0
4910	-7.64102	0	0
4909	-7.64915	0	0
4908	-7.65729	0	0
4907	-7.49458	0	0
4906	-7.50261	0	0
4905	-7.51065	0	0
4904	-7.51869	0	0
4903	-7.52673	0	0
4902	-7.53479	0	0
4901	-7.54285	0	0
4900	-7.55092	0	0
4899	-7.55899	0	0
4898	-7.56707	0	0
4897	-7.57516	0	0
4896	-7.58325	0	0
4895	-7.59135	0	0
4894	-7.59946	0	0
4893	-7.60758	0	0
4892	-7.44614	0	0
4891	-7.45415	0	0
4890	-7.46216	0	0
4889	-7.47018	0	0
4888	-7.47821	0	0
4887	-7.48625	0	0
4886	-7.49429	0	0
